,Longitude,Latitude,LGA,RadiusInKM,AccidentCount,RoadName,RoadType,PostcodeNo
0,145.94466,-36.5402,BENALLA,1.09,5,Goomalibee,Road,3672
1,144.17078999999998,-36.91563,BENDIGO,0.0,1,Hokins,Road,3453
2,144.35753,-38.1428,GEELONG,24.43,2533,Smythe,Street,3220
3,146.38227,-38.219559999999994,LATROBE,28.38,739,Toners,Lane,3840
4,144.06177,-37.1066,MOUNT ALEXANDER,1.61,6,Pyrenees,Highway,3462
5,143.84668,-37.56498,BALLARAT,14.71,1267,Drummond,Street,3350
6,142.16124,-34.21085,MILDURA,13.78,420,Buronga-mildura south,Road,3500
7,142.8979,-35.44468,BULOKE,0.0,1,Robinvale-sea lake,Road,3533
8,146.31116,-36.36072,WANGARATTA,4.86,143,Callander,Avenue,3677
9,145.71166000000002,-37.32155,MURRINDINDI,1.08,4,Maroondah,Highway,3714
10,144.437,-37.6702,MOORABOOL,14.05,162,Gisborne,Road,3340
11,144.67353,-36.29888,CAMPASPE,0.0,1,Prairie-rochester,Road,3561
12,142.17202,-36.96745,HORSHAM,0.64,3,Henty,Highway,3401
13,147.85844,-36.16897,TOWONG,0.0,1,Briggs gap,Road,3707
14,147.53811000000002,-37.12453,EAST GIPPSLAND,2.71,9,Great alpine,Road,3898
15,146.20797,-36.46848,WANGARATTA,0.74,4,Hume,Freeway,3675
16,147.26917,-36.84968,(FALLS CREEK),6.64,30,Bogong high plains,Road,3699
17,145.22582,-36.91531,STRATHBOGIE,2.8,14,Hume,Freeway,3664
18,145.97072,-38.5665,SOUTH GIPPSLAND,4.75,24,South gippsland,Highway,3954
19,146.88383000000002,-36.12597,WODONGA,8.88,264,William,Street,3690
20,144.58486000000002,-37.34349,MACEDON RANGES,0.92,6,Coach road -romsey,Road,3442
21,142.9976,-38.28816,CORANGAMITE,0.0,1,Cobden-terang,Road,3266
22,145.06073999999998,-37.213029999999996,MITCHELL,4.06,42,Mia mia,Road,3658
23,145.97274,-36.55596,BENALLA,6.98,70,Bridge,Street,3672
24,143.51385,-35.79959,GANNAWARRA,0.0,1,Quambatook-swan hill,Road,3540
25,145.31798999999998,-36.61231,SHEPPARTON,1.56,5,Murchison-violet town,Road,3610
26,144.27276,-36.7615,BENDIGO,18.79,1150,Mcivor,Highway,3550
27,147.06412,-37.9999,WELLINGTON,3.54,11,Princes,Highway,3862
28,143.77244,-38.45003,COLAC OTWAY,2.79,6,Birregurra-forrest,Road,3243
29,143.48605,-35.301520000000004,SWAN HILL,0.0,1,Lake,Road,3588
30,146.00751,-36.819720000000004,BENALLA,0.91,3,Midland,Highway,3673
31,145.9002,-38.154270000000004,BAW BAW,10.12,263,Burke,Street,3820
32,146.50613,-37.86882,WELLINGTON,0.72,2,Deep creek no5,Track,3858
33,145.79586,-36.055279999999996,MOIRA,0.0,1,Katamatite-yarrawonga,Road,3730
34,146.9358,-37.52748,WELLINGTON,0.0,1,Old moroka,Road,3860
35,145.43822,-36.088390000000004,MOIRA,2.14,16,Saxton,Street,3636
36,143.93715,-38.48425,SURF COAST,1.08,8,Deans marsh-lorne,Road,3235
37,144.00523,-37.38617,HEPBURN,0.01,2,Midland,Highway,3364
38,141.31288999999998,-37.66815,GLENELG,0.26,2,Casterton-dartmoor,Road,3312
39,143.30812,-36.97898,PYRENEES,0.25,2,Borbidge,Lane,3478
40,142.91418000000002,-38.23835,CORANGAMITE,1.98,19,Grey,Street,3264
41,143.03441999999998,-38.52539,CORANGAMITE,1.18,5,Cooriemungle,Road,3268
42,144.86452,-37.31408,MITCHELL,0.63,2,Lowdens,Road,3764
43,142.22943,-38.38064,MOYNE,1.76,18,Albert street -princes,Highway,3284
44,145.8727,-37.5139,(LAKE MOUNTAIN),1.83,13,Lake mountain,Road,3779
45,144.31859,-38.32184,SURF COAST,5.22,102,Surf coast,Highway,3228
46,144.8633,-37.39062,MACEDON RANGES,0.73,4,Romsey,Road,3756
47,143.26086,-37.39124,PYRENEES,0.85,3,Western,Highway,3375
48,144.48228,-37.46663,MACEDON RANGES,0.59,4,Finger post,Road,3437
49,146.6431,-37.64848,WELLINGTON,0.0,2,Licola,Road,3858
50,143.14713999999998,-38.23578,CORANGAMITE,2.17,15,Leura,Street,3260
51,147.6883,-37.688590000000005,EAST GIPPSLAND,0.0,1,Nicholson park,Road,3875
52,143.5551,-35.33927,SWAN HILL,4.18,117,Mccallum,Street,3585
53,147.61881,-37.827329999999996,EAST GIPPSLAND,5.77,158,Ligar,Street,3875
54,144.44016000000002,-37.76501,MOORABOOL,2.59,25,Geelong-bacchus marsh,Road,3340
55,147.06881,-38.09845,WELLINGTON,5.32,124,Raglan,Street,3850
56,143.70623999999998,-37.51137,BALLARAT,1.19,14,Remembrance,Drive,3352
57,141.58528,-36.36889,HINDMARSH,0.33,2,Western,Highway,3418
58,142.35728,-38.29094,MOYNE,1.94,10,Koroit-port fairy,Road,3282
59,144.82161000000002,-37.015229999999995,MITCHELL,0.52,3,Seymour-tooborac,Road,3662
60,145.42029,-36.80979,STRATHBOGIE,0.47,2,Carters,Lane,3665
61,144.13121,-37.86149,GOLDEN PLAINS,0.44,11,Meredith-steiglitz,Road,3333
62,144.34274,-37.09414,MOUNT ALEXANDER,2.12,11,Calder,Freeway,3448
63,143.69376,-37.477309999999996,BALLARAT,1.44,4,Carpenter,Road,3352
64,145.70122,-38.64204,BASS COAST,0.0,1,Toorak,Road,3996
65,146.45167,-36.21241,WANGARATTA,2.67,10,Hume,Freeway,3682
66,146.00996,-36.01502,MOIRA,3.4,43,Coghill,Street,3730
67,146.99159,-37.89516,WELLINGTON,0.58,2,Maffra-briagolong,Road,3860
68,142.31247,-35.01209,MILDURA,1.19,4,Old kia,Road,3490
69,145.16846,-36.24643,SHEPPARTON,0.0,1,Echuca,Road,3620
70,146.03638,-37.998490000000004,BAW BAW,5.45,61,Latrobe river,Road,3831
71,145.1947,-36.84644,STRATHBOGIE,0.0,1,Mcdonalds,Road,3607
72,146.10329,-38.7047,SOUTH GIPPSLAND,1.86,15,Beards,Road,3959
73,147.27595,-36.31458,TOWONG,0.0,1,Yabba,Road,3701
74,145.14638,-37.01508,MITCHELL,6.65,58,Redbank,Road,3660
75,143.7075,-37.55788,BALLARAT,0.06,5,Ballarat-carngham,Road,3352
76,143.77976999999998,-37.76777,GOLDEN PLAINS,3.58,15,Colac-ballarat,Road,3352
77,147.79697,-37.308479999999996,EAST GIPPSLAND,0.0,1,Spring gully,Road,3896
78,145.64023999999998,-38.46228,BASS COAST,2.38,8,Loch-wonthaggi,Road,3979
79,145.47966,-38.55232,BASS COAST,1.33,5,Bass,Highway,3995
80,143.70091000000002,-37.59452,GOLDEN PLAINS,0.19,2,Haddon school,Road,3351
81,144.73092,-36.19732,CAMPASPE,0.56,3,Northern,Highway,3564
82,144.5284,-37.36558,MACEDON RANGES,5.38,43,High,Street,3442
83,145.93918,-36.47087,BENALLA,0.51,3,Midland,Highway,3672
84,145.39749,-36.38081,SHEPPARTON,14.46,595,Midland,Highway,3630
85,143.78378,-37.041940000000004,CENTRAL GOLDFIELDS,2.43,9,Tullaroop,Road,3465
86,145.01218,-37.32905,MITCHELL,13.89,165,Ogradys,Road,3764
87,147.08897,-37.962540000000004,WELLINGTON,3.48,23,Princes highway,East,3862
88,144.29613999999998,-36.897459999999995,BENDIGO,0.73,2,Bryden,Road,3551
89,141.24103,-36.37897,WEST WIMMERA,0.44,7,Commercial,Street,3419
90,146.38951,-36.933440000000004,WANGARATTA,0.0,1,Upper king river,Road,3723
91,144.14042,-38.34253,SURF COAST,4.06,39,Cecil,Track,3230
92,144.98232,-37.4328,MITCHELL,8.47,175,Hume,Freeway,3756
93,146.25325,-37.837070000000004,(MOUNT BAW BAW),0.69,3,Mt baw baw tourist,Road,3833
94,143.43985,-37.96346,CORANGAMITE,0.0,1,Hamilton,Highway,3324
95,144.23588999999998,-36.95567,MOUNT ALEXANDER,0.46,9,Fogartys gap,Road,3453
96,145.4929,-36.967,STRATHBOGIE,0.56,2,Longwood-ruffy,Road,3666
97,146.39149,-37.78332,BAW BAW,0.0,1,Dream creek,Track,3825
98,143.62097,-38.77885,COLAC OTWAY,0.83,4,Great ocean,Road,3233
99,143.6595,-36.89134,CENTRAL GOLDFIELDS,0.0,1,Scent farm,Road,3472
100,146.37038,-37.71822,BAW BAW,0.15,2,Donnellys creek,Road,3825
101,144.23001000000002,-37.598890000000004,MOORABOOL,6.78,46,Blackwood,Street,3342
102,145.77456,-38.09733,BAW BAW,3.15,36,Sand,Road,3816
103,146.70877,-37.4785,WELLINGTON,0.0,1,Tamboritha,Road,3858
104,142.11568,-36.7551,HORSHAM,0.0,1,Horsham-noradjuha,Road,3401
105,143.53986,-37.289320000000004,PYRENEES,0.28,2,Sunraysia,Highway,3352
106,144.71039,-38.174009999999996,GEELONG,1.81,11,Murradoc,Road,3223
107,144.57914,-37.45623,MACEDON RANGES,11.24,192,Macedon-woodend,Road,3437
108,141.28597,-35.2591,MILDURA,0.44,2,Mallee,Highway,3512
109,141.87798999999998,-37.83051,SOUTHERN GRAMPIANS,0.0,1,Henty,Highway,3302
110,144.96409,-37.366209999999995,MITCHELL,1.32,8,Northern,Highway,3762
111,146.13225,-37.09064,MANSFIELD,1.43,6,Mansfield-woods point,Road,3722
112,145.96725,-36.15665,MOIRA,0.74,3,Tungamah main,Road,3728
113,145.82966000000002,-38.4373,SOUTH GIPPSLAND,4.53,42,Mine,Road,3950
114,144.60682,-37.34592,MACEDON RANGES,0.9,8,Romsey,Road,3442
115,142.76973,-37.06207,NORTHERN GRAMPIANS,3.78,36,Smith,Street,3380
116,144.1158,-36.742340000000006,BENDIGO,0.59,3,Osullivans,Road,3515
117,145.87335,-37.22043,MURRINDINDI,0.0,1,Skyline,Road,3713
118,146.74763000000002,-36.15271,INDIGO,0.0,1,Back martindale,Road,3688
119,142.48199,-38.37519,WARRNAMBOOL,6.59,297,King,Street,3280
120,142.33205,-34.4223,MILDURA,0.15,2,Hards,Road,3494
121,145.92285,-37.30038,MURRINDINDI,0.6,3,Eildon-jamieson,Road,3713
122,147.43312,-36.59751,TOWONG,1.25,4,Omeo,Highway,3701
123,142.06808,-34.19661,MILDURA,1.51,9,Mena,Road,3505
124,144.74936,-36.13327,CAMPASPE,5.69,146,High,Street,3564
125,146.08902,-37.888220000000004,BAW BAW,0.73,5,Mt baw baw tourist,Road,3833
126,142.79433,-35.430640000000004,BULOKE,0.0,1,Saltworks,Road,3533
127,146.69386,-38.27778,WELLINGTON,2.16,14,Hyland,Highway,3873
128,145.20061,-36.70709,STRATHBOGIE,2.7,12,Goulburn valley,Freeway,3608
129,143.532,-38.7975,COLAC OTWAY,0.0,1,Lighthouse,Road,3233
130,142.29957,-38.346759999999996,MOYNE,1.72,6,Princes,Highway,3283
131,143.95581,-36.19863,LODDON,1.82,5,Loddon valley,Highway,3576
132,145.8292,-38.57809,SOUTH GIPPSLAND,1.84,7,Bass,Highway,3996
133,144.66589,-36.96799,BENDIGO,0.67,2,Mcphersons,Road,3444
134,141.97303,-36.72948,HORSHAM,0.0,1,Wimmera,Highway,3409
135,145.95658999999998,-37.94469,BAW BAW,2.15,9,Main neerim,Road,3831
136,141.01208,-37.76291,GLENELG,0.21,3,Glenelg,Highway,3312
137,145.9468,-38.47593,SOUTH GIPPSLAND,2.34,41,Roughead,Street,3953
138,143.48936,-38.78074,COLAC OTWAY,0.0,1,Hordern vale,Road,3238
139,146.41076999999999,-37.043659999999996,MANSFIELD,0.39,2,Carters,Road,3723
140,142.7674,-34.615809999999996,SWAN HILL,2.18,12,Anzac,Road,3549
141,144.83493,-36.59675,CAMPASPE,0.58,4,Bendigo-murchison,Road,3559
142,144.04067,-37.55065,MOORABOOL,3.52,17,Western,Freeway,3352
143,143.6942,-37.03692,CENTRAL GOLDFIELDS,0.0,1,Maryborough-st arnaud,Road,3465
144,146.49957,-36.84368,WANGARATTA,0.0,1,Rose river,Road,3678
145,144.17784,-38.04509,GOLDEN PLAINS,4.31,33,Geelong,Road,3331
146,146.79376000000002,-36.13015,WODONGA,0.28,3,Felltimber creek,Road,3690
147,146.94805,-38.0473,WELLINGTON,0.25,2,Sale-heyfield,Road,3858
148,146.64608,-36.13391,INDIGO,4.72,21,Chiltern-barnawartha,Road,3688
149,145.16044,-38.4966,BASS COAST,0.63,4,Ventnor,Road,3922
150,145.5932,-37.3778,MURRINDINDI,0.0,1,Waterwheel,Track,3717
151,145.05121,-37.048590000000004,MITCHELL,1.29,4,Seymour-pyalong,Road,3660
152,145.24126,-37.46419,MURRINDINDI,1.02,4,Monarch,Close,3757
153,142.79963,-37.48167,ARARAT,0.0,1,Maroona-glenthompson,Road,3379
154,146.18733999999998,-37.37185,MANSFIELD,0.97,4,Mansfield-woods point,Road,3723
155,144.56603,-38.19755,GEELONG,13.86,180,Princess,Street,3222
156,146.66612,-37.74553,WELLINGTON,0.23,2,Licola,Road,3858
157,145.20383,-35.99908,MOIRA,0.0,2,Murray valley,Highway,3638
158,146.73199,-36.29055,INDIGO,0.0,1,Beechworth-wodonga,Road,3747
159,146.20758999999998,-38.64893,SOUTH GIPPSLAND,1.88,10,South gippsland,Highway,3960
160,148.20901,-37.70447,EAST GIPPSLAND,0.0,1,Hartland river,Road,3888
161,143.58455,-38.34212,COLAC OTWAY,5.89,110,Corangamite,Street,3250
162,142.36914,-34.52463,MILDURA,0.0,1,Kulkyne,Way,3494
163,143.5162,-36.35335,LODDON,0.6,2,Calder,Highway,3518
164,144.23901,-35.82443,GANNAWARRA,0.0,1,Murray valley,Highway,3568
165,142.20233000000002,-36.71783,HORSHAM,5.16,144,Hamilton,Street,3400
166,144.65888999999999,-38.26854,QUEENSCLIFFE,0.48,6,Learmonth,Street,3225
167,144.61369,-38.272490000000005,GEELONG,1.78,15,Fellows,Road,3225
168,146.32371,-37.26595,MANSFIELD,0.72,3,Mitchells,Track,3723
169,144.622,-37.23908,MACEDON RANGES,2.51,13,Ridge,Road,3435
170,144.58782,-36.82612,BENDIGO,0.0,1,Mcivor,Highway,3523
171,142.02383,-37.74102,SOUTHERN GRAMPIANS,4.26,58,Lonsdale,Street,3300
172,141.4958,-38.346579999999996,GLENELG,0.0,1,Telegraph,Road,3305
173,141.96149,-37.665009999999995,SOUTHERN GRAMPIANS,0.0,1,Nigretta,Road,3301
174,141.74576000000002,-37.95673,GLENELG,0.16,2,Henty,Highway,3303
175,145.644,-36.709509999999995,STRATHBOGIE,0.0,1,Hume,Freeway,3666
176,143.22393,-37.60114,PYRENEES,0.0,1,Mt william,Road,3373
177,144.092,-38.44263,SURF COAST,0.37,2,Bambra,Road,3231
178,146.82163,-36.32573,INDIGO,2.79,12,Bells flat,Road,3749
179,141.01668999999998,-34.83141,MILDURA,0.0,1,Border,Track,3490
180,144.22087,-37.05751,MOUNT ALEXANDER,8.17,81,Hargraves,Street,3450
181,145.94405,-38.05666,BAW BAW,4.31,23,Main neerim,Road,3821
182,144.13383000000002,-36.7337,BENDIGO,1.36,12,Torrens,Street,3515
183,142.20729,-34.519040000000004,MILDURA,0.0,1,Calder,Highway,3494
184,145.83333000000002,-38.37843,SOUTH GIPPSLAND,3.69,13,Korumburra-warragul,Road,3951
185,146.99116,-37.80238,WELLINGTON,0.36,3,Dows,Road,3860
186,145.34043,-37.53508,MURRINDINDI,1.38,7,Heidelberg-kinglake,Road,3763
187,145.25513,-38.50148,BASS COAST,4.86,26,Marlin,Street,3922
188,144.39584,-37.33153,HEPBURN,2.05,8,Kyneton-trentham road -trentham,Road,3444
189,145.44662,-36.89895,STRATHBOGIE,0.0,1,Ponkeen creek,Road,3666
190,144.93386,-36.355509999999995,CAMPASPE,0.86,4,Webb,Road,3624
191,146.80202,-37.98072,WELLINGTON,1.5,6,Maffra,Road,3858
192,144.42518,-37.54984,MOORABOOL,0.0,1,Bluegum,Track,3458
193,143.92123,-36.12563,LODDON,0.82,3,Loddon valley,Highway,3576
194,146.37169,-37.09943,MANSFIELD,1.57,5,Plain creek,Track,3722
195,144.23147,-38.07468,GOLDEN PLAINS,2.59,22,Midland,Highway,3331
196,143.73423,-37.21163,CENTRAL GOLDFIELDS,0.46,3,Dunach-eddington,Road,3371
197,143.79065,-36.874629999999996,CENTRAL GOLDFIELDS,0.0,1,Dunolly-eddington,Road,3472
198,146.53284,-38.24945,LATROBE,1.8,7,Mattingley hill,Road,3844
199,145.9211,-38.90088,SOUTH GIPPSLAND,0.0,1,Cape liptrap,Road,3956
200,144.08125,-37.23554,HEPBURN,0.0,1,Yandoit,Track,3461
201,144.3274,-37.3502,HEPBURN,0.0,1,Paradise valley,Road,3458
202,143.33742,-37.95282,CORANGAMITE,0.15,4,High,Street,3324
203,145.09878,-37.091190000000005,MITCHELL,11.39,76,Hume,Freeway,3659
204,145.60696000000002,-36.93533,STRATHBOGIE,0.0,1,Fredricksons,Lane,3666
205,145.87363,-37.02754,MANSFIELD,3.75,14,Maroondah,Highway,3720
206,143.80159,-38.59535,COLAC OTWAY,0.04,2,Benwerrin-mt sabine,Road,3249
207,142.63028,-36.982479999999995,NORTHERN GRAMPIANS,1.07,4,Western,Highway,3385
208,146.45455,-37.1324,(MOUNT BULLER),1.34,7,Mt buller,Road,3723
209,143.80993999999998,-38.34418,COLAC OTWAY,0.25,3,Birregurra-deans marsh,Road,3242
210,145.571,-37.17772,MURRINDINDI,0.0,1,Whanregarwen,Road,3718
211,147.08848,-37.85502,WELLINGTON,0.7,2,Boundary,Road,3860
212,144.0407,-36.5749,LODDON,0.0,1,Marong-serpentine,Road,3516
213,143.16585,-38.46067,CORANGAMITE,0.0,1,Sunday ridge,Road,3266
214,145.60273999999998,-38.63728,BASS COAST,0.47,4,Wilsons,Road,3995
215,142.40275,-36.83983,HORSHAM,0.0,1,Western,Highway,3401
216,142.40876,-36.92658,NORTHERN GRAMPIANS,0.0,1,Coppermine,Track,3401
217,143.48553,-37.09134,PYRENEES,1.05,6,Pyrenees,Highway,3467
218,146.0547,-37.37604,MURRINDINDI,0.96,4,Eildon-jamieson,Road,3713
219,145.48432,-37.16859,MURRINDINDI,0.0,1,Abes,Lane,3717
220,146.0905,-37.3157,MANSFIELD,2.22,13,Eildon-jamieson,Road,3723
221,143.66945,-38.75703,COLAC OTWAY,1.52,17,Moore,Street,3233
222,145.96071,-36.586209999999994,BENALLA,2.39,10,Mansfield,Road,3672
223,146.58338,-38.63479,WELLINGTON,0.0,1,South gippsland,Highway,3971
225,144.71331999999998,-36.929109999999994,BENDIGO,5.04,34,Last,Street,3523
226,142.9339,-37.282709999999994,ARARAT,3.1,49,High,Street,3377
227,146.96661,-36.423840000000006,ALPINE,0.4,2,Roberts,Track,3691
228,146.36083,-37.06653,MANSFIELD,0.21,4,Buttercup,Road,3723
229,144.219,-35.81025,GANNAWARRA,1.08,8,Channel,Street,3568
230,146.77804,-36.1574,INDIGO,0.0,1,Tanners,Road,3688
231,146.68168,-36.26211,INDIGO,0.0,1,Old coach,Road,3747
232,146.8948,-37.85892,WELLINGTON,0.0,1,Commonyard,Road,3859
233,143.69554,-36.35562,LODDON,0.0,1,Boort-wedderburn road -vernon,Street,3520
234,143.19832,-35.90705,BULOKE,0.0,1,Sheahans channel,Road,3527
235,141.80607,-38.22103,GLENELG,0.0,1,Princes,Highway,3285
236,144.72861,-37.42546,MACEDON RANGES,1.04,8,Kilmore,Road,3431
237,146.94224,-36.72097,ALPINE,6.52,35,Great alpine,Road,3741
238,145.64856,-35.921,MOIRA,3.44,49,Main,Street,3644
239,146.54971,-37.51618,WELLINGTON,0.0,1,Glencairn,Road,3858
240,146.63445,-38.37697,WELLINGTON,0.0,1,Merrimans creek,Road,3844
241,142.83409,-34.656690000000005,SWAN HILL,0.0,1,Murray valley,Highway,3549
242,146.98688,-38.09525,WELLINGTON,3.24,21,Sale-heyfield,Road,3851
243,141.55642,-38.31686,GLENELG,1.35,8,Portland-nelson,Road,3305
244,147.33581,-37.44153,WELLINGTON,0.0,1,Orton,Track,3862
245,144.46884,-37.4564,MACEDON RANGES,0.0,1,Gerrys,Track,3437
246,144.47142,-37.79137,MOORABOOL,0.51,2,Ballan,Road,3340
247,142.20333,-36.595040000000004,HORSHAM,1.37,3,Blue ribbon,Road,3401
248,146.71413,-38.486779999999996,WELLINGTON,0.62,2,Hyland,Highway,3971
249,146.22453000000002,-36.95713,MANSFIELD,0.41,2,Bunstons,Road,3723
250,144.13766999999999,-37.2547,HEPBURN,1.43,8,Midland,Highway,3461
251,148.83498,-37.646159999999995,EAST GIPPSLAND,1.46,7,Princes highway,East,3889
252,143.48067,-38.34121,COLAC OTWAY,0.85,4,Princes,Highway,3249
253,145.8069,-38.04825,BAW BAW,0.5,2,Forest,Road,3816
254,142.83983,-37.712509999999995,ARARAT,0.0,1,Glenelg,Highway,3351
255,146.91253,-36.27818,INDIGO,1.56,6,Osbornes flat,Road,3691
256,145.08536,-36.87737,MITCHELL,0.07,2,Northwood,Road,3662
257,147.08508999999998,-37.005140000000004,(MOUNT HOTHAM),3.32,13,Great alpine,Road,3741
258,144.46006,-37.24031,MACEDON RANGES,8.59,81,Calder,Freeway,3444
259,144.05981,-36.05059,LODDON,0.0,1,Gladfield,Road,3575
260,146.65857,-38.1739,LATROBE,0.21,2,Princes,Highway,3844
261,145.45195,-37.459959999999995,MURRINDINDI,5.14,47,Marginal,Road,3717
262,142.81186,-38.07908,MOYNE,1.38,5,Shaw,Street,3272
263,145.64659,-36.73032,STRATHBOGIE,0.03,2,Faithfuls creek,Road,3666
264,146.69702,-36.59147,ALPINE,2.03,7,Buffalo river,Road,3737
265,144.21701000000002,-38.36684,SURF COAST,8.37,56,Elkington,Road,3228
266,147.17181000000002,-36.220929999999996,TOWONG,0.63,2,Towong,Street,3700
267,144.91661000000002,-37.0218,MITCHELL,0.0,1,Seymour-tooborac,Road,3522
268,143.96035,-38.44276,SURF COAST,0.21,2,Gentle annie,Track,3235
269,146.72893,-36.56512,ALPINE,4.42,23,Myrtle,Street,3737
270,146.54367,-38.30171,LATROBE,2.08,12,Rifle range,Road,3844
271,143.51648,-38.833259999999996,COLAC OTWAY,0.0,1,Manna gum,Drive,3233
272,146.25971,-38.32399,LATROBE,0.66,3,Strzelecki,Highway,3871
273,146.97932,-37.96709,WELLINGTON,2.54,41,Foster,Street,3860
274,148.26023999999998,-37.75374,EAST GIPPSLAND,0.0,1,Princes,Highway,3888
275,144.04932,-37.71389,MOORABOOL,2.1,8,Mt doran,Road,3352
276,146.1206,-36.49552,BENALLA,1.27,7,Hume,Freeway,3673
277,142.33681,-38.33871,MOYNE,0.0,1,Princes,Highway,3283
278,141.60383000000002,-38.344229999999996,GLENELG,5.06,67,Percy,Street,3305
279,146.33905,-38.362829999999995,LATROBE,0.72,2,Whitelaws,Track,3869
280,147.74866,-37.815529999999995,EAST GIPPSLAND,1.6,6,Princes,Highway,3882
281,144.84579,-36.85519,STRATHBOGIE,0.0,1,Heathcote-nagambie,Road,3523
282,143.71251,-38.70623,COLAC OTWAY,2.13,28,Skenes creek,Road,3233
283,142.62206,-38.38406,MOYNE,0.97,7,Princes,Highway,3277
284,141.1591,-37.00266,WEST WIMMERA,0.0,1,Wimmera,Highway,3319
285,144.53316,-36.85155,BENDIGO,0.0,1,Knowsley-eppalock,Road,3523
286,145.67008,-37.54249,MURRINDINDI,0.57,3,Maroondah,Highway,3778
287,147.35764,-36.03161,TOWONG,0.0,1,Murray river,Road,3691
288,143.48722,-38.76146,COLAC OTWAY,2.44,7,Great ocean,Road,3238
289,144.27957,-37.12765,MOUNT ALEXANDER,0.0,1,Fryers-taradale,Road,3451
290,146.69025,-36.34281,INDIGO,4.82,19,Beechworth-wodonga,Road,3747
291,145.35924,-37.31507,MURRINDINDI,0.0,1,Whittlesea-yea,Road,3717
292,144.38503,-37.86506,GEELONG,1.23,4,Bacchus marsh-geelong,Road,3340
293,146.37195,-36.37361,WANGARATTA,2.14,11,Hume,Freeway,3678
294,144.22221000000002,-37.44782,MOORABOOL,0.49,2,Lerderderg,Road,3342
295,144.60845,-36.49465,BENDIGO,1.39,9,Northern,Highway,3558
296,143.49057,-37.54886,PYRENEES,0.35,2,Beaufort-carngham,Road,3373
297,147.48346999999998,-36.8039,EAST GIPPSLAND,0.12,2,Omeo,Highway,3701
298,144.07731,-37.86874,GOLDEN PLAINS,4.44,18,Midland,Highway,3333
299,148.51455,-37.74412,EAST GIPPSLAND,1.45,4,Marlo,Road,3888
300,143.59148000000002,-37.7236,GOLDEN PLAINS,0.52,2,Happy valley,Road,3360
301,142.19189,-38.278040000000004,MOYNE,0.0,1,Spencer,Road,3283
302,145.71925,-38.3742,SOUTH GIPPSLAND,0.74,5,South gippsland,Highway,3945
303,144.29202,-37.5308,MOORABOOL,3.26,29,Charcoal,Track,3458
304,143.66409,-36.74479,CENTRAL GOLDFIELDS,0.67,2,Wimmera,Highway,3472
305,144.6541,-36.09082,CAMPASPE,1.17,4,Murray valley,Highway,3564
306,145.29576,-36.8668,STRATHBOGIE,2.34,8,Hume,Freeway,3665
307,145.2396,-36.5905,SHEPPARTON,0.0,1,River,Road,3610
308,142.4037,-38.29602,MOYNE,0.45,5,Mailors flat-koroit road -southern cross,Road,3283
309,141.28576,-38.16209,GLENELG,1.6,5,Portland-nelson,Road,3305
310,145.32872,-35.92548,MOIRA,0.58,5,Murray valley,Highway,3637
311,143.56413999999998,-38.74522,COLAC OTWAY,1.89,7,Great ocean,Road,3233
312,146.22269,-37.24035,MANSFIELD,0.86,4,Steiners,Road,3723
313,141.4655,-36.40258,WEST WIMMERA,0.0,1,Western,Highway,3418
314,147.46071,-38.050740000000005,WELLINGTON,0.51,2,Hollands landing,Road,3862
315,144.01494,-36.95568,MOUNT ALEXANDER,0.12,3,Bridgewater-maldon,Road,3463
316,144.25888,-37.91577,GEELONG,1.18,3,Brownes,Road,3213
317,147.3527,-37.99674,WELLINGTON,0.0,1,Bengworden,Road,3862
318,145.52972,-36.19578,MOIRA,1.09,4,Katamatite-shepparton,Road,3634
319,142.04057,-36.45662,HINDMARSH,1.37,7,Horsham,Road,3414
320,143.72454,-37.764520000000005,GOLDEN PLAINS,0.73,2,Berringa-misery creek,Road,3352
321,144.47266000000002,-37.536840000000005,MACEDON RANGES,1.94,8,Bacchus marsh,Road,3437
322,148.62031000000002,-37.38495,EAST GIPPSLAND,0.43,3,Bonang,Road,3888
323,144.51022,-37.00884,BENDIGO,0.23,2,Lyell,Road,3444
324,146.11772,-38.394740000000006,SOUTH GIPPSLAND,1.82,9,Strzelecki,Highway,3871
325,147.01991999999998,-36.75499,ALPINE,0.69,3,Great alpine,Road,3741
326,145.21798,-37.1212,MITCHELL,1.21,7,Goulburn valley,Highway,3660
327,144.70952,-36.14421,CAMPASPE,0.55,3,Mcswain,Road,3564
328,145.15098999999998,-37.16916,MITCHELL,1.21,7,Main,Road,3659
329,141.77425,-34.276790000000005,MILDURA,0.61,2,Sturt,Highway,3496
330,146.41805,-37.9623,BAW BAW,4.01,34,Walhalla,Road,3825
331,141.73493,-38.216590000000004,GLENELG,0.0,1,Barnett,Lane,3285
332,146.49233999999998,-38.253029999999995,LATROBE,1.17,8,Hazelwood,Road,3840
333,144.08556000000002,-36.21148,LODDON,0.0,1,Boort-mitiamo,Road,3573
334,145.65659,-37.56241,MURRINDINDI,0.71,3,Old maroondah,Highway,3778
335,146.03779,-38.09779,BAW BAW,0.34,2,Old sale,Road,3821
336,146.21913,-38.6774,SOUTH GIPPSLAND,2.02,6,Fullers,Road,3960
337,148.00083,-37.87343,EAST GIPPSLAND,5.24,49,Coates,Road,3909
338,146.08822,-37.05233,MANSFIELD,4.07,32,High,Street,3722
339,144.64307,-38.18459,GEELONG,5.32,25,Queenscliff,Road,3223
