,Longitude,Latitude,LGA,RadiusInKM,AccidentCount,RoadName,RoadType,PostcodeNo
2675,147.45008,-37.87494,EAST GIPPSLAND,0.0,1,Princes,Highway,3875
2676,142.08983999999998,-36.639109999999995,HORSHAM,0.0,1,Dahlen quarry,Road,3401
2677,146.07966000000002,-37.86319,BAW BAW,0.0,1,Bride,Road,3833
2678,142.48491,-36.99743,NORTHERN GRAMPIANS,0.0,1,Mt zero,Road,3385
2679,145.65921,-36.19918,MOIRA,0.0,1,Marungi,Road,3646
2680,145.95184,-38.51855,SOUTH GIPPSLAND,0.9,4,South gippsland,Highway,3953
2681,147.47846,-37.83723,EAST GIPPSLAND,0.0,1,Ives,Road,3875
2682,143.56534,-38.830420000000004,COLAC OTWAY,0.0,1,Blanket bay,Road,3233
2683,145.46033,-36.04218,MOIRA,0.0,1,Numurkah,Road,3640
2684,147.13741000000002,-38.04547,WELLINGTON,0.0,1,Clydebank,Road,3851
2685,143.35083,-35.11548,SWAN HILL,0.23,2,Murray valley,Highway,3594
2686,147.149,-37.939640000000004,WELLINGTON,0.0,1,Princes,Highway,3862
2687,143.80346,-35.617470000000004,GANNAWARRA,0.0,1,Murray valley,Highway,3581
2688,146.4504,-37.92968,BAW BAW,0.0,1,Walhalla,Road,3825
2689,147.92535,-36.52143,TOWONG,0.0,1,Shady creek lower,Track,3707
2690,144.16037,-36.63273,BENDIGO,0.39,2,Loddon valley,Highway,3556
2691,145.19471000000001,-36.817440000000005,STRATHBOGIE,0.12,2,Mcdonalds,Road,3607
2692,149.28032,-37.728770000000004,EAST GIPPSLAND,0.0,1,Point hicks,Road,3890
2693,145.38523999999998,-36.074220000000004,MOIRA,0.0,1,Katamatite-nathalia,Road,3636
2694,146.05346,-36.44747,BENALLA,0.0,1,Lake mokoan,Road,3673
2695,146.18358999999998,-37.90425,BAW BAW,0.0,1,Costins link,Road,3833
2696,142.04388,-34.21587,MILDURA,0.0,1,Sturt,Highway,3505
2697,142.72467,-37.54358,ARARAT,0.5,2,Maroona-glenthompson,Road,3379
2698,145.15898,-36.46952,SHEPPARTON,0.0,2,Rushworth-tatura,Road,3616
2699,147.27703,-36.182759999999995,TOWONG,0.23,2,Georges creek,Road,3700
2700,146.81123,-38.34429,WELLINGTON,0.0,1,Little tower,Road,3847
2701,144.37933,-36.678979999999996,BENDIGO,1.54,8,Sandy creek-barnadown,Road,3551
2702,144.19952,-36.6161,BENDIGO,0.17,2,Bendigo-pyramid,Road,3556
2703,141.45628,-38.00703,GLENELG,0.0,1,Princes,Highway,3304
2704,143.58069,-37.623940000000005,PYRENEES,0.0,1,Snake valley-mortchup,Road,3351
2705,144.28343,-38.310790000000004,SURF COAST,0.0,3,Coombes,Road,3228
2706,144.28343,-38.310790000000004,SURF COAST,0.0,3,Coombes,Road,3228
2707,141.67292,-37.29991,SOUTHERN GRAMPIANS,0.0,1,Coleraine-edenhope,Road,3407
2708,141.18441,-35.26278,MILDURA,0.0,1,Mckenzie,Street,3512
2709,142.06945,-38.06532,MOYNE,0.0,1,Donovans,Lane,3286
2710,144.60371999999998,-36.84149,BENDIGO,0.34,2,Mcivor,Highway,3523
2711,147.12148,-38.175909999999995,WELLINGTON,0.0,1,Longford-loch sport,Road,3851
2712,146.21941,-37.38263,MANSFIELD,0.38,2,Mansfield-woods point,Road,3723
2713,144.05200000000002,-38.13038,SURF COAST,0.74,2,Inverleigh-winchelsea,Road,3321
2714,143.22813,-37.92525,CORANGAMITE,0.0,1,Vite vite,Road,3325
2715,143.28607,-37.165459999999996,PYRENEES,0.0,1,Elmhurst-glenpatrick,Road,3469
2716,143.10499,-36.64005,NORTHERN GRAMPIANS,0.0,1,Langdons bridge,Road,3477
2717,145.54487,-36.724959999999996,STRATHBOGIE,0.0,1,Euroa-shepparton,Road,3666
2718,142.04943,-34.14733,MILDURA,0.0,1,Box flat,Track,3505
2719,143.38442,-36.997009999999996,PYRENEES,0.89,3,Sunraysia,Highway,3478
2720,146.02346,-37.37232,MURRINDINDI,0.0,1,Eildon-jamieson,Road,3713
2721,142.72056,-37.02362,NORTHERN GRAMPIANS,0.22,2,Western,Highway,3385
2722,144.50513999999998,-36.486990000000006,BENDIGO,0.0,1,Elmore-raywood,Road,3558
2724,143.23362,-36.640640000000005,NORTHERN GRAMPIANS,0.83,3,Centre,Road,3478
2725,142.45179,-35.42525,YARRIAMBIACK,0.0,1,Sunraysia,Highway,3488
2726,145.27825,-36.66173,STRATHBOGIE,0.4,2,Goulburn valley,Freeway,3608
2727,147.84735,-37.51314,EAST GIPPSLAND,0.18,2,Great alpine,Road,3893
2728,147.03345,-36.3288,INDIGO,0.0,1,Kergunyah,Road,3691
2729,142.78255,-37.71475,ARARAT,0.0,1,Glenelg,Highway,3351
2730,146.75865,-36.430279999999996,INDIGO,0.11,2,Myrtleford-stanley,Road,3747
2731,141.96421999999998,-38.04347,MOYNE,0.44,2,Mt eccles,Road,3286
2732,144.58848999999998,-36.065529999999995,CAMPASPE,0.12,2,Murray valley,Highway,3562
2733,142.59077,-38.07322,MOYNE,0.0,1,Woolsthorpe-hexham,Road,3273
2734,142.90492,-38.36908,CORANGAMITE,0.13,2,Lilleys,Lane,3265
2735,142.13533,-36.75869,HORSHAM,0.0,1,Three bridges,Road,3401
2736,143.13527,-36.02587,BULOKE,0.0,1,Donald-swan hill,Road,3483
2737,147.3387,-36.17605,TOWONG,0.11,2,Granya,Road,3700
2738,147.40309,-36.1712,TOWONG,0.0,1,Murray valley,Highway,3700
2739,145.47847,-35.92548,MOIRA,0.65,3,Murray valley,Highway,3641
2740,146.01985,-38.53383,SOUTH GIPPSLAND,0.0,1,Meeniyan-nerrena,Road,3953
2741,142.9967,-38.34388,CORANGAMITE,0.0,1,Cobden-south ecklin,Road,3266
2742,141.24285,-37.0234,WEST WIMMERA,0.15,2,Wimmera,Highway,3318
2743,145.624,-36.347570000000005,SHEPPARTON,1.08,4,Dookie-shepparton,Road,3631
2744,141.70099,-38.20599,GLENELG,0.0,1,Tower,Road,3285
2745,144.21582,-37.51491,MOORABOOL,0.0,1,Blakeville,Road,3342
2746,148.43263000000002,-37.73515,EAST GIPPSLAND,0.0,1,Princes,Highway,3886
2747,145.77991,-36.231,MOIRA,0.0,1,Katandra main,Road,3646
2748,145.28048,-36.552620000000005,SHEPPARTON,0.31,2,Toolamba,Road,3610
2749,146.86283999999998,-36.45943,ALPINE,0.0,1,Myrtleford-yackandandah,Road,3737
2750,145.3546,-36.20153,SHEPPARTON,0.0,1,Moores,Road,3634
2751,142.45651,-37.15249,NORTHERN GRAMPIANS,0.6,2,Glenelg river,Road,3401
2752,145.94652,-37.52118,MURRINDINDI,0.87,4,Eildon-warburton,Road,3713
2753,145.64493000000002,-36.62321,STRATHBOGIE,0.0,1,Murchison-violet town,Road,3669
2754,142.95623999999998,-37.25224,ARARAT,0.55,2,Noahs ark,Road,3377
2755,145.64217,-36.13042,MOIRA,0.0,1,Katamatite-shepparton,Road,3636
2756,143.40207,-37.23126,PYRENEES,1.04,3,Amphitheatre,Road,3468
2757,147.77426,-37.79779,EAST GIPPSLAND,0.0,1,Stephenson,Road,3882
2758,145.31383,-36.07411,MOIRA,0.0,1,Katamatite-nathalia,Road,3637
2759,145.78138,-37.08737,MANSFIELD,0.0,1,Maintongoon park,Road,3715
2760,143.17066,-38.6744,CORANGAMITE,0.0,1,Great ocean,Road,3269
2761,146.77122,-38.0802,WELLINGTON,0.0,1,Rosedale-heyfield,Road,3858
2762,144.64338,-36.497659999999996,CAMPASPE,0.0,1,Burnewang,Road,3558
2763,142.3031,-36.841440000000006,HORSHAM,0.0,1,Old wartook,Road,3401
2764,144.44543000000002,-38.265440000000005,GEELONG,2.53,13,Barwon heads,Road,3227
2765,142.09875,-36.48641,HINDMARSH,0.0,1,Western,Highway,3414
2767,143.3278,-37.662440000000004,PYRENEES,0.45,2,Mt william,Road,3361
2768,143.93048000000002,-37.43002,HEPBURN,0.0,1,Petries,Road,3363
2769,146.64862,-38.22701,LATROBE,0.0,1,Flynns creek,Road,3844
2770,146.02683000000002,-38.050340000000006,BAW BAW,0.12,2,Ingleman,Road,3821
2771,145.86092,-36.80284,STRATHBOGIE,1.51,7,Gardiners,Road,3669
2772,142.12511999999998,-36.60533,HORSHAM,0.0,1,Western,Highway,3401
2773,147.49507,-36.8274,EAST GIPPSLAND,0.0,1,Omeo,Highway,3898
2774,145.96367,-38.24341,BAW BAW,0.0,1,Hazeldean,Road,3822
2775,147.19888999999998,-37.78586,WELLINGTON,0.0,1,Beverleys,Road,3862
2776,147.31593,-37.50274,WELLINGTON,0.0,1,Punchen budwuid divide,Track,3862
2777,143.80462,-38.694320000000005,COLAC OTWAY,0.84,4,Great ocean,Road,3234
2778,144.48476000000002,-37.22888,MACEDON RANGES,0.0,1,Blackhill,Road,3444
2779,147.16005,-37.48726,WELLINGTON,0.27,2,Wonnangatta,Road,3862
2780,145.19265,-37.02595,MITCHELL,0.36,2,Highlands,Road,3660
2781,147.98213,-36.12976,TOWONG,1.35,3,Murray river,Road,3707
2782,147.09378999999998,-37.82797,WELLINGTON,0.0,1,Boundary,Road,3860
2783,147.1179,-37.907379999999996,WELLINGTON,0.0,1,Freemans,Lane,3862
2784,144.42781000000002,-37.105990000000006,MOUNT ALEXANDER,0.0,1,Kyneton-metcalfe,Road,3448
2785,143.62147,-38.75574,COLAC OTWAY,0.05,2,Killala,Road,3233
2786,145.04631,-36.531220000000005,CAMPASPE,0.94,3,Rushworth-tatura,Road,3612
2787,145.42586,-37.4199,MURRINDINDI,0.56,4,Melba,Highway,3717
2788,143.3677,-35.14914,SWAN HILL,0.0,1,Murray valley,Highway,3594
2789,146.7635,-36.39783,INDIGO,0.0,1,Upper nine mile,Road,3747
2790,144.58357,-38.267140000000005,GEELONG,0.23,2,Shell,Road,3225
2791,146.92382,-37.74767,WELLINGTON,0.0,1,Mt angus,Track,3860
2792,146.47221000000002,-36.11074,INDIGO,0.0,1,Rutherglen-springhurst,Road,3682
2793,146.01636000000002,-37.93962,BAW BAW,0.0,1,Mckenzie,Road,3831
2794,143.66314,-38.77984,COLAC OTWAY,0.0,1,Panorama,Crescent,3233
2795,141.31338,-36.1784,HINDMARSH,0.0,1,Broughton-kaniva,Road,3419
2796,147.05661,-38.065870000000004,WELLINGTON,0.0,1,Myrtlebank,Road,3851
2797,145.96376,-37.12611,MANSFIELD,0.53,2,Walshs,Road,3713
2798,143.72941,-38.51003,COLAC OTWAY,0.87,3,Kents,Road,3236
2799,141.29145,-38.05908,GLENELG,0.0,1,Kentbruck,Road,3305
2800,142.66676,-34.757940000000005,SWAN HILL,0.73,2,Hattah-robinvale,Road,3549
2801,145.85407,-37.93292,BAW BAW,0.0,1,Spion kopje,Track,3833
2802,148.26341000000002,-37.223209999999995,EAST GIPPSLAND,0.0,1,Gelantipy,Road,3885
2803,146.88501000000002,-37.90153,WELLINGTON,0.32,2,Websters,Road,3859
2804,148.91849,-37.587540000000004,EAST GIPPSLAND,0.34,2,Princes,Highway,3889
2805,143.98736,-38.01356,GOLDEN PLAINS,0.97,3,Shelford-bannockburn,Road,3329
2806,146.39396000000002,-37.07647,MANSFIELD,0.0,1,Plain creek,Track,3723
2807,146.08427,-38.15953,BAW BAW,0.0,1,Yarragon-shady creek,Road,3823
2808,143.66852,-36.272659999999995,LODDON,0.0,1,Charlton-borung,Road,3518
2809,146.53715,-36.16628,INDIGO,0.65,3,Hume,Freeway,3683
2810,144.92254,-36.24001,CAMPASPE,0.0,1,Wilson,Road,3621
2811,141.50518,-36.39049,HINDMARSH,0.0,1,Western,Highway,3418
2813,146.31842,-36.40056,WANGARATTA,0.0,1,Hume,Freeway,3678
2814,143.16873,-35.8446,BULOKE,0.0,1,Calder,Highway,3529
2815,147.44778,-36.7425,TOWONG,1.97,5,Omeo,Highway,3701
2816,144.44431,-36.839059999999996,BENDIGO,0.0,1,Native gully,Crescent,3551
2817,143.39817,-38.41918,COLAC OTWAY,0.0,1,New irrewillipe,Road,3249
2818,147.07134,-37.32841,WELLINGTON,0.0,1,Crooked river,Track,3862
2819,143.83558,-37.337140000000005,HEPBURN,0.59,2,Clunes-creswick,Road,3370
2820,148.16402,-37.51615,EAST GIPPSLAND,0.21,4,Bruthen-buchan,Road,3885
2821,145.84519,-37.50159,MURRINDINDI,0.0,1,Lady talbot,Drive,3779
2822,141.13111,-37.90542,GLENELG,0.0,1,Princes,Highway,3304
2823,146.03933999999998,-38.27666,BAW BAW,0.0,1,Yarragon-leongatha,Road,3823
2824,143.47943999999998,-38.187509999999996,COLAC OTWAY,0.0,1,South dreeite,Road,3249
2825,145.7276,-36.9368,MANSFIELD,0.33,2,Old strathbogie,Road,3715
2826,143.37117,-35.67132,GANNAWARRA,0.0,1,View,Street,3542
2827,144.00548999999998,-38.15268,SURF COAST,0.0,1,Inverleigh-winchelsea,Road,3321
2828,142.01758999999998,-34.13045,MILDURA,1.22,4,Wentworth,Road,3505
2829,143.07792,-38.00107,CORANGAMITE,0.78,3,Hamilton,Highway,3271
2830,145.92959,-38.66183,SOUTH GIPPSLAND,0.0,1,Tarwin lower,Road,3956
2831,145.50679,-36.13535,MOIRA,0.0,1,Drumanure,Road,3636
2832,145.55526,-35.88004,MOIRA,0.0,1,Mywee-koonoomoo,Road,3644
2833,146.80094,-37.74218,WELLINGTON,0.0,1,Avon,Track,3860
2834,145.90004,-36.53693,BENALLA,0.68,3,Basin,Road,3672
2835,143.19441,-38.25466,CORANGAMITE,0.65,3,Princes,Highway,3260
2836,147.27629,-37.66618,EAST GIPPSLAND,0.21,2,Bairnsdale-dargo,Road,3862
2837,145.36477,-37.25594,MURRINDINDI,0.0,1,Whittlesea-yea,Road,3717
2838,145.11353,-36.284009999999995,CAMPASPE,0.0,1,Sinclair,Road,3620
2839,145.99857,-37.886959999999995,BAW BAW,0.84,3,Loch valley,Road,3833
2840,147.00583,-36.1865,WODONGA,0.0,1,Mahers,Road,3691
2841,146.05116,-36.635329999999996,BENALLA,0.0,1,Benalla-tatong,Road,3672
2842,147.71526,-36.79708,EAST GIPPSLAND,0.0,1,Benambra-corryong,Road,3701
2843,144.10466,-37.03674,MOUNT ALEXANDER,0.0,1,Castlemaine-maldon,Road,3463
2844,146.10243,-38.36915,SOUTH GIPPSLAND,0.0,1,Grand ridge,Road,3871
2845,144.82401000000002,-37.4389,MACEDON RANGES,0.0,1,Bolinda-darraweit,Road,3756
2846,144.76045,-37.11923,MITCHELL,0.55,3,Lancefield-tooborac,Road,3522
2847,146.54328999999998,-37.13921,MANSFIELD,0.49,2,Bindaree,Road,3723
2848,146.35799,-37.04803,MANSFIELD,0.0,1,Buttercup jeep,Track,3723
2849,143.76657,-38.5458,COLAC OTWAY,0.02,2,Thompsons,Track,3243
2850,143.63052,-35.796820000000004,GANNAWARRA,0.0,1,Kerang-quambatook,Road,3579
2851,142.16003,-36.782090000000004,HORSHAM,0.0,1,Nunkerri,Road,3401
2852,146.213,-38.59966,SOUTH GIPPSLAND,0.0,1,Nippards,Track,3960
2853,145.16356000000002,-36.31369,SHEPPARTON,0.22,2,Lancaster-mooroopna,Road,3620
2854,144.04046,-37.1448,MOUNT ALEXANDER,0.0,1,Creswick-newstead,Road,3462
2855,147.01357,-36.61786,ALPINE,0.0,1,Kancoona south,Road,3691
2856,144.09675,-37.32454,HEPBURN,0.2,2,Basalt,Road,3364
2857,147.79536000000002,-36.52834,TOWONG,0.0,1,Benambra-corryong,Road,3701
2858,141.03263,-37.31642,WEST WIMMERA,0.0,1,Comaum,Road,3312
2859,147.15891000000002,-37.67391,WELLINGTON,0.03,2,Lees creek,Track,3862
2860,142.9192,-37.3197,ARARAT,1.19,3,Mortlake-ararat,Road,3377
2861,146.4221,-36.44852,WANGARATTA,0.72,3,Glenrowan-myrtleford,Road,3678
2862,143.01802,-36.276270000000004,BULOKE,0.0,1,Bolgers,Lane,3480
2863,143.28956000000002,-36.67605,NORTHERN GRAMPIANS,0.06,2,Sunraysia,Highway,3477
2864,145.37317,-37.46221,MURRINDINDI,0.0,1,Boggy creek,Road,3763
2865,143.84067,-36.91199,CENTRAL GOLDFIELDS,0.57,2,Bendigo-maryborough,Road,3472
2866,142.63153,-36.75246,YARRIAMBIACK,0.0,1,Stawell-warracknabeal,Road,3388
2867,146.17848,-38.2829,BAW BAW,1.29,5,Mirboo north-trafalgar,Road,3835
2868,147.85787,-37.753240000000005,EAST GIPPSLAND,0.0,1,Tambo upper,Road,3885
2869,142.14481999999998,-36.64972,HORSHAM,1.04,4,Western,Highway,3401
2870,146.62437,-38.00884,LATROBE,0.4,2,Cowwarr-walhalla,Road,3857
2871,144.33495,-36.21143,CAMPASPE,0.0,1,Echuca-mitiamo,Road,3573
2872,142.37245,-37.790409999999994,SOUTHERN GRAMPIANS,0.0,1,Blackwood-dunkeld,Road,3289
2873,141.4569,-37.5671,GLENELG,0.0,1,Glenelg,Highway,3311
2874,143.46556,-35.28184,SWAN HILL,0.0,1,Church,Road,3589
2875,145.23037,-36.68555,STRATHBOGIE,0.0,1,Goulburn valley,Freeway,3608
2876,148.25936000000002,-37.51105,EAST GIPPSLAND,0.0,1,Balley hooley,Road,3885
2877,146.44547,-38.073370000000004,BAW BAW,0.0,1,W11-2,Track,3825
2878,142.27396000000002,-38.33122,MOYNE,0.0,1,Korongah north,Road,3285
2879,144.87715,-37.17196,MITCHELL,1.03,3,Northern,Highway,3521
2880,146.44197,-36.6691,WANGARATTA,0.31,2,Edi-cheshunt,Road,3678
2881,147.23775,-37.52036,WELLINGTON,0.0,1,Dargo,Road,3862
2882,147.79172,-36.66398,EAST GIPPSLAND,0.67,2,Benambra-corryong,Road,3707
2883,144.76998999999998,-36.98045,MITCHELL,0.0,1,Northern,Highway,3522
2884,148.72841,-37.20187,EAST GIPPSLAND,0.0,1,Bonang,Road,3888
2885,144.78847,-36.91389,BENDIGO,0.0,1,Heathcote-nagambie,Road,3523
2886,148.7187,-37.79775,EAST GIPPSLAND,0.0,1,Marlo-conran,Road,3888
2887,141.53007,-38.03835,GLENELG,0.67,2,Princes,Highway,3304
2888,145.5911,-36.6187,STRATHBOGIE,0.0,1,Riggs creek,Road,3669
2889,147.27653999999998,-37.74501,EAST GIPPSLAND,0.0,1,Beverleys,Road,3862
2890,147.92288,-37.75434,EAST GIPPSLAND,0.0,1,Seaton,Track,3885
2891,146.74526,-38.01944,WELLINGTON,0.39,2,Traralgon-maffra,Road,3858
2892,142.92311999999998,-38.4223,CORANGAMITE,0.0,1,Glenfyne-brucknell,Road,3265
2893,144.25884,-35.79242,GANNAWARRA,0.0,1,Garner,Break,3568
2894,143.00152,-38.42031,CORANGAMITE,0.0,1,Morehouses bridge,Road,3266
2895,143.03696000000002,-35.66715,BULOKE,0.0,1,Calder,Highway,3531
2896,146.8905,-38.05599,WELLINGTON,0.72,2,Sale-cowwarr,Road,3847
2897,145.25052,-36.84641,STRATHBOGIE,0.0,1,Tabilk-monea,Road,3607
2898,143.93804,-37.01784,MOUNT ALEXANDER,0.0,1,Moolort,Road,3465
2899,145.68391,-38.57716,BASS COAST,0.4,2,Lynnes,Road,3995
2900,143.61025,-38.02688,CORANGAMITE,0.19,2,Hamilton,Highway,3322
2901,145.70168999999999,-36.983270000000005,MANSFIELD,1.51,4,Maroondah,Highway,3715
2902,142.86491999999998,-37.98708,MOYNE,0.0,1,North,Road,3272
2903,142.76243,-38.31212,MOYNE,0.0,1,Princes,Highway,3265
2904,141.86918,-36.371970000000005,HINDMARSH,0.0,1,Western,Highway,3418
2905,145.34482,-36.91288,STRATHBOGIE,0.0,1,Upton,Road,3664
2906,141.67036000000002,-38.08287,GLENELG,0.0,1,Henty,Highway,3304
2907,149.68729,-37.52235,EAST GIPPSLAND,0.66,2,Genoa-mallacoota,Road,3891
2908,140.99568,-38.042629999999996,GLENELG,0.0,1,Portland-nelson,Road,3292
2909,145.10635,-36.95223,MITCHELL,0.0,1,Northwood,Road,3660
2910,144.98206000000002,-36.44815,CAMPASPE,0.0,1,Midland,Highway,3623
2911,145.91529,-36.995709999999995,MANSFIELD,0.0,1,Glen creek,Road,3720
2912,145.30778999999998,-36.51572,SHEPPARTON,0.87,3,Mooroopna-murchison,Road,3614
2913,141.55203999999998,-37.86642,GLENELG,0.0,1,Portland-casterton road -portland casterton,Road,3303
2914,142.91392,-38.60284,CORANGAMITE,0.0,1,Jarvis,Road,3270
2915,143.89418999999998,-37.85225,GOLDEN PLAINS,1.1,4,Shelford-mt mercer,Road,3352
2916,144.59011,-36.256479999999996,CAMPASPE,0.0,1,Bamawm hall,Road,3561
2917,143.15453,-36.63243,NORTHERN GRAMPIANS,0.0,2,Wimmera,Highway,3477
2918,148.64172,-37.3785,EAST GIPPSLAND,0.0,1,Bonang,Road,3888
2919,143.26519,-36.76161,NORTHERN GRAMPIANS,0.0,1,Sunraysia,Highway,3477
2920,146.82574,-38.13028,WELLINGTON,0.0,1,Princes,Highway,3847
2922,146.67278000000002,-36.59348,ALPINE,0.0,1,Mitchell,Track,3737
2923,145.91798,-36.43465,BENALLA,0.62,2,Benalla-tocumwal,Road,3725
2924,144.14423,-37.78417,MOORABOOL,0.0,2,Ballan-meredith,Road,3334
2925,143.67803,-37.460609999999996,BALLARAT,0.0,2,Avenue,Road,3352
2926,142.30021000000002,-34.878,MILDURA,0.0,1,Calder,Highway,3490
2927,145.92797,-36.45024,BENALLA,0.0,1,Benalla-tocumwal,Road,3725
2928,145.75538999999998,-37.48598,MURRINDINDI,0.99,3,Buxton-marysville,Road,3779
2929,142.83641,-38.38837,MOYNE,0.0,1,Cobden-warrnambool,Road,3265
2930,142.16798,-38.27533,MOYNE,0.0,1,Spencer,Road,3283
2931,144.32832,-35.77078,GANNAWARRA,0.67,2,River,Track,3568
2932,143.69077,-38.364470000000004,COLAC OTWAY,0.0,1,Colac-lorne,Road,3243
2933,143.00818,-35.05603,SWAN HILL,0.0,1,Mallee,Highway,3546
2934,146.61016,-37.61438,WELLINGTON,0.0,1,Target creek,Road,3858
2935,146.85796000000002,-36.25484,INDIGO,0.0,1,Baranduda range,Track,3749
2936,145.41446000000002,-35.999190000000006,MOIRA,0.0,1,Katunga-picola,Road,3640
2937,145.09378999999998,-36.46958,SHEPPARTON,0.0,1,Harston,Road,3616
2938,146.71086,-37.452420000000004,WELLINGTON,0.0,1,Dingo hill,Track,3858
2939,148.15638,-37.76429,EAST GIPPSLAND,0.0,1,Lake tyers house,Road,3909
2940,144.38917,-38.2954,GEELONG,0.0,1,Horwood,Drive,3227
2941,144.87216999999998,-37.43655,MACEDON RANGES,0.0,1,Doolins,Road,3756
2942,145.79314,-38.67262,SOUTH GIPPSLAND,0.65,2,Andersons view,Road,3956
2943,142.76288,-37.04193,NORTHERN GRAMPIANS,0.14,2,Newington,Road,3380
2944,143.09171,-38.452940000000005,CORANGAMITE,0.0,1,Timboon-colac,Road,3267
2945,143.87603000000001,-36.67737,LODDON,0.0,1,Bridgewater-dunolly,Road,3551
2946,143.81398000000002,-36.540690000000005,LODDON,0.0,1,Calder,Highway,3517
2947,144.16468,-38.296859999999995,SURF COAST,0.0,1,Grays,Road,3240
2948,147.35657,-36.95267,EAST GIPPSLAND,0.88,5,Bogong high plains,Road,3898
2949,143.39037,-37.95449,CORANGAMITE,0.0,2,Hamilton,Highway,3324
2950,141.02958,-35.2361,MILDURA,0.0,1,Mallee,Highway,3512
2951,142.22166,-34.58576,MILDURA,0.0,1,Calder,Highway,3494
2952,143.26781,-37.94621,CORANGAMITE,0.08,2,Hamilton,Highway,3325
2953,145.0677,-36.357659999999996,SHEPPARTON,0.39,2,Kyabram-cooma,Road,3620
2954,143.21816,-36.61721,NORTHERN GRAMPIANS,0.0,1,Mcdonald,Road,3478
2955,143.51289,-37.70148,GOLDEN PLAINS,0.0,1,Francis,Lane,3360
2956,144.51936,-36.93793,BENDIGO,0.0,1,Mangans,Lane,3551
2957,142.79376000000002,-34.71224,SWAN HILL,0.0,1,Robinvale-sea lake,Road,3549
2958,146.75354,-36.358540000000005,INDIGO,0.34,2,Rawes,Road,3747
2959,144.21123,-36.9632,MOUNT ALEXANDER,0.0,1,Fogartys gap,Road,3453
2960,146.1819,-37.291470000000004,MANSFIELD,0.0,1,Jamieson-licola,Road,3723
2961,143.79922,-37.41823,BALLARAT,0.98,3,Ballarat-maryborough,Road,3364
2962,144.40513,-37.62532,MOORABOOL,0.0,1,Swans,Road,3340
2963,145.24528,-35.99908,MOIRA,0.0,1,Katunga-picola,Road,3637
2964,147.56405,-36.082359999999994,TOWONG,0.0,1,Jones,Track,3709
2965,142.58856,-37.05515,NORTHERN GRAMPIANS,1.15,3,Greenhole,Road,3381
2966,143.96093,-38.30645,SURF COAST,0.4,3,Cape otway,Road,3241
2967,144.20678999999998,-37.15509,MOUNT ALEXANDER,0.0,1,Burgoyne,Street,3451
2968,146.74764,-38.51424,WELLINGTON,0.0,1,Orourkes,Road,3971
2969,144.7813,-37.34704,MACEDON RANGES,0.0,1,Romsey,Road,3434
2970,142.20583,-34.26948,MILDURA,0.39,2,Cureton,Avenue,3498
2971,145.21516,-36.75215,STRATHBOGIE,0.0,1,Grimwade,Road,3608
2972,145.86935,-38.701440000000005,SOUTH GIPPSLAND,0.0,1,River,Drive,3956
2973,146.56401,-38.65124,WELLINGTON,0.0,1,Pearsons,Road,3967
2974,143.78288,-35.56315,GANNAWARRA,0.0,1,Murray valley,Highway,3579
2975,141.37421,-34.39819,MILDURA,0.0,1,Millewa,Road,3496
2976,142.96832,-38.233090000000004,CORANGAMITE,0.6,2,Robertsons,Road,3264
2977,145.47851,-36.05085,MOIRA,0.0,1,Hendys,Road,3636
2978,143.56648,-38.44481,COLAC OTWAY,0.0,1,Colac-lavers hill,Road,3249
2979,148.60343999999998,-37.42008,EAST GIPPSLAND,0.0,1,Bonang,Road,3888
2980,142.79378,-35.45315,BULOKE,0.0,1,Calder,Highway,3533
2981,145.47092,-37.233059999999995,MURRINDINDI,0.0,1,Limestone,Road,3717
2982,145.06772,-36.37236,SHEPPARTON,0.0,1,Andrews,Road,3620
2983,143.09774,-37.05747,NORTHERN GRAMPIANS,0.0,1,Ararat-st arnaud,Road,3377
2984,142.87981000000002,-38.3062,CORANGAMITE,0.0,1,Ayresford,Road,3265
2985,142.84621,-37.09895,NORTHERN GRAMPIANS,0.01,2,Salt creek,Road,3384
2986,144.94799,-36.24002,CAMPASPE,0.0,2,Henderson,Road,3621
2987,144.15393,-37.997859999999996,GOLDEN PLAINS,0.74,3,Midland,Highway,3331
2988,145.46197,-36.33185,SHEPPARTON,0.0,1,Lemnos north,Road,3631
2989,145.82478,-36.772090000000006,BENALLA,0.0,1,Chapmans,Road,3669
2990,142.93464,-38.6217,CORANGAMITE,0.0,2,Great ocean,Road,3270
2991,143.41318,-38.36871,COLAC OTWAY,0.0,1,Swan marsh,Road,3249
2992,148.70317,-37.18535,EAST GIPPSLAND,0.0,1,Mckillops,Road,3888
2993,142.73178000000001,-38.12001,MOYNE,0.48,2,Hopkins,Highway,3272
2994,144.72527,-37.05685,MITCHELL,0.0,1,Dairy flat,Road,3522
2995,144.87243999999998,-36.29874,CAMPASPE,0.0,1,Graham,Road,3622
2996,147.57044,-37.78756,EAST GIPPSLAND,0.0,1,Hodges estate,Road,3875
2997,147.22488,-36.39653,TOWONG,0.0,1,Lockharts gap,Road,3701
2998,146.19896,-36.88555,BENALLA,0.0,1,Old tolmie,Road,3723
2999,146.62896,-36.47815,WANGARATTA,0.0,1,Great alpine,Road,3735
3000,148.40601,-37.719159999999995,EAST GIPPSLAND,0.0,1,Buchan-orbost,Road,3888
3001,147.61037,-37.22307,EAST GIPPSLAND,0.0,1,Cassilis,Road,3898
